user,cs_uri_stem,date,time
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:05
Ryu,/Sf7/Fight/BackGround,2016-02-01,00:57:05
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:05
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:05
Ryu,/Sf7/Fight/BackGround,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15134/21092,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15135/21092,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15136/21092,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15135/21093,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15136/21093,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15134/21094,2016-02-01,00:57:05
Ryu,/Sf7/basesf/FightServer/tile/8/15135/21094,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15136/21094,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15134/21095,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15135/21095,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15136/21095,2016-02-01,00:57:06
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15134/21096,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15136/21096,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15135/21096,2016-02-01,00:57:06
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15135/21092,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15134/21092,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15136/21092,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15134/21093,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15136/21093,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15135/21093,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15134/21094,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15136/21094,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15135/21094,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15134/21095,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15136/21095,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15134/21096,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15136/21096,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15135/21095,2016-02-01,00:57:06
Ryu,/Sf7/basesf/FightServer/tile/8/15134/21093,2016-02-01,00:57:06
Ryu,/Sf7/Fight/BackGround,2016-02-01,00:57:06
Ryu,/Sf7/common_cache/FightServer/tile/8/15135/21096,2016-02-01,00:57:06
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:15
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:15
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:15
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:15
Ryu,/Sf7/tohoku02/FightServer/1/query,2016-02-01,00:57:15
Ryu,/Sf7/tohoku02/FightServer/6/query,2016-02-01,00:57:15
